month,deposits,aver_inc,population,manprop,billboard,numofbank
3,182,4134,16267,53,0,6
1,119,4241,12937,48,0,19
6,172,4773,14189,45,0,12
3,0,5332,19698,50,0,10
4,106,4861,13230,45,0,13
4,245,5474,8220,60,0,18
4,184,5222,19030,45,0,19
4,169,5328,16912,55,0,9
5,127,4792,18505,48,0,20
3,251,3576,5040,43,0,18
4,216,4279,17993,40,0,18
3,269,5407,12133,58,0,10
2,117,4985,13807,58,0,9
6,168,4616,12746,55,0,17
1,0,4070,9497,57,0,9
1,237,4995,9924,44,0,13
5,269,5117,8657,40,0,14
3,144,5281,16251,48,0,7
6,213,3879,8648,49,0,5
6,295,5347,5673,49,0,7
2,191,4941,6072,53,0,5
1,174,4349,6225,50,0,14
6,153,4787,16130,53,0,10
1,156,4849,19847,53,0,11
3,162,3655,5719,47,0,8
5,199,5192,8606,50,0,18
6,138,4667,14316,40,0,9
4,166,5382,5256,50,0,16
5,193,4155,19548,42,0,5
5,303,3875,9985,50,0,19
5,247,3545,7358,59,0,12
1,264,3695,7161,53,0,16
4,160,4782,6427,48,0,17
1,198,4524,7712,43,0,7
5,229,4978,7402,58,0,16
1,0,4496,8142,47,0,15
3,128,4333,12329,48,0,12
6,213,4814,15546,50,0,14
2,169,4231,13392,53,0,19
4,210,4622,13563,53,0,8
3,90,4135,11119,59,0,7
3,241,3506,19902,58,0,5
6,245,4762,5501,40,0,16
4,0,4684,6917,60,0,13
2,0,4661,17520,41,0,6
6,214,4849,19611,48,0,9
3,0,4369,7947,49,0,17
6,105,4720,10924,60,0,9
4,123,4148,10153,49,0,20
3,236,4276,19986,44,0,9
2,0,3906,16118,50,0,17
6,306,4387,5392,43,0,18
1,221,4901,12441,50,0,13
4,0,3727,13095,57,0,15
5,220,4519,18642,43,0,10
6,140,4096,11852,60,0,6
3,297,4390,11178,41,0,15
6,340,5107,11016,50,0,7
3,0,4821,15300,40,0,12
4,248,4028,8000,59,0,17
6,278,5102,5308,50,0,18
3,91,5100,14075,49,0,10
1,268,5000,9869,42,0,15
5,261,4772,10953,49,0,8
2,261,4814,13016,56,0,17
1,152,4583,16877,49,0,12
5,239,3616,6017,43,0,8
6,167,4147,9076,59,0,15
2,184,4532,8092,42,0,20
3,245,4474,18970,54,0,7
4,0,4938,12233,59,0,7
4,264,4635,13338,50,0,11
3,228,5189,6194,49,0,11
1,282,5392,5702,59,0,5
1,210,3895,11495,60,0,11
4,153,5180,14520,51,0,20
2,0,4257,7737,48,0,20
3,232,3549,10909,47,0,6
2,283,3577,12882,43,0,17
2,167,3868,15987,49,0,18
3,176,3737,16704,54,0,8
2,0,5152,6391,45,0,6
5,134,5347,8757,41,0,16
6,0,4195,16276,50,0,19
6,244,4498,19038,44,0,18
6,0,3755,15059,44,0,15
1,197,4921,7293,44,0,20
6,229,4696,17501,41,0,11
1,138,3791,14836,48,0,13
2,295,4779,8581,50,0,8
4,184,5323,19877,49,0,17
2,249,4864,15679,43,0,12
4,295,4196,5969,52,0,20
4,0,3733,17264,57,0,19
3,186,3519,16445,54,0,12
3,173,3733,12069,58,0,7
3,302,4072,16299,57,0,20
2,313,5229,9775,45,0,14
4,174,4794,8319,41,0,5
5,281,4555,18571,60,0,12
5,0,5138,7719,46,0,12
6,0,3841,18030,47,0,10
4,214,5110,13021,53,0,15
3,0,4083,7302,53,0,5
6,187,3660,6165,52,0,10
6,238,3932,7638,49,0,19
5,0,4499,13672,40,0,12
3,0,3683,18065,57,0,6
1,176,4797,6715,54,0,10
5,249,5331,6027,43,0,13
3,119,4960,12232,42,0,7
3,374,5209,11389,42,0,14
3,215,5031,19107,55,0,18
5,177,4352,12367,51,0,13
1,243,5042,17961,45,0,8
3,187,5287,10397,52,0,7
2,131,3721,17780,52,0,17
5,163,4845,17530,59,0,12
1,214,4771,10180,58,0,6
6,162,4065,13509,40,0,11
5,176,3807,7808,53,0,17
3,124,3749,14654,42,0,16
2,179,4178,9229,59,0,9
4,0,4736,13743,56,0,7
1,98,5080,12803,40,0,11
6,0,4593,16369,40,0,5
6,0,4308,5685,40,0,5
4,215,3812,12202,42,0,20
4,155,4738,17038,56,0,12
6,141,3611,10935,42,0,12
4,0,4308,10908,58,0,14
5,148,5255,7081,52,0,17
1,185,4647,7913,41,0,5
5,184,4264,19920,43,0,8
2,235,4838,12572,59,0,6
2,339,5046,14694,50,0,8
5,173,4441,9104,43,0,15
2,281,5435,13185,46,0,6
4,202,5366,6945,52,0,12
6,181,4058,5277,47,0,6
6,137,4262,11100,57,0,6
4,141,4822,10048,41,0,9
4,0,4896,12079,46,0,15
1,237,5446,13309,43,0,14
6,293,4615,6812,47,0,20
3,206,4891,11952,52,0,13
1,280,3640,16192,47,0,13
5,257,4507,17394,42,0,18
2,294,4315,6398,54,0,13
3,0,3584,15147,42,0,7
5,233,3560,5613,47,0,8
5,168,4600,13432,44,0,9
6,271,5319,19694,59,0,10
6,182,3945,14475,43,0,13
3,222,4380,19097,52,0,12
5,217,4182,14450,52,0,19
4,214,5064,18042,40,0,16
4,155,4997,6637,50,0,12
1,164,5317,13036,56,0,9
3,261,4976,9269,58,0,7
1,0,4418,10702,50,0,14
2,0,3777,13473,60,0,15
6,81,3991,14705,52,0,8
1,183,4719,14260,49,0,13
5,113,5411,10557,60,0,7
3,205,3583,19848,60,0,18
2,0,3849,18537,48,0,8
2,166,5015,14346,47,0,14
1,201,4466,13884,42,0,18
2,209,4742,17771,44,0,16
3,209,5377,11788,51,0,20
5,0,5406,18112,44,0,7
3,319,5372,11851,40,0,17
3,105,4557,8860,42,0,10
2,365,5453,19634,54,0,7
4,134,3999,11425,53,0,10
3,285,4662,11333,60,0,16
5,156,4513,12662,56,0,13
3,274,4432,13857,59,0,20
4,0,5401,10267,43,0,15
3,293,4897,19305,59,0,13
1,240,4672,19541,55,0,11
3,194,3787,7423,51,0,20
4,141,5049,5152,54,0,6
1,172,4696,19393,50,0,16
2,107,5141,5706,60,0,10
3,141,4203,8058,56,0,7
3,152,3904,8675,42,0,9
5,225,4644,6358,44,0,8
6,339,5465,5289,50,0,8
5,211,4874,13271,49,0,10
6,211,5179,13343,46,0,10
1,224,4723,12860,40,0,5
6,147,5182,8539,60,0,11
3,206,4930,5609,60,0,15
2,0,4309,6917,52,0,17
2,269,4582,16086,59,0,8
5,313,4306,5869,40,0,9
4,352,4633,11990,55,0,14
4,191,3640,5293,42,0,7
2,222,5431,9690,59,0,14
1,231,4892,15666,53,0,18
4,128,4486,17015,54,0,19
1,229,5397,15822,50,0,13
2,126,5156,14567,52,0,6
6,192,3519,13996,52,0,14
5,220,3728,19429,49,0,13
5,177,3855,16174,40,0,11
6,286,4199,6160,43,0,15
5,0,4651,14922,45,0,10
1,304,4553,12173,52,0,13
3,248,4708,16394,44,0,16
2,83,4511,9423,47,0,6
3,179,4596,11828,42,0,5
5,0,4971,15808,48,0,13
2,252,3841,18262,59,0,18
6,241,4376,11581,57,0,16
4,129,4519,19677,45,0,20
3,233,4337,18236,50,0,15
4,192,5417,6995,55,0,12
6,0,4597,15359,52,0,12
2,212,5323,13456,43,0,10
6,0,3530,5498,54,0,10
2,237,4682,11460,56,0,15
6,176,4027,11918,54,0,15
4,0,5419,14626,55,0,16
3,306,5068,19468,50,0,19
3,237,4116,8595,47,0,14
3,194,5347,15911,54,0,9
2,224,4220,14224,44,0,19
3,0,4254,18061,52,0,16
6,182,4849,9591,49,0,5
2,189,4530,10692,48,0,9
5,0,4335,7852,55,0,16
3,228,5145,19699,55,0,18
1,0,5424,12508,43,0,14
2,217,5354,6709,42,0,20
4,277,3671,14682,48,0,6
4,249,4963,12068,41,0,20
4,218,4037,19939,44,0,19
6,0,5245,11247,51,0,15
6,213,3719,13854,47,0,10
3,139,4107,18217,48,0,16
4,142,4202,13224,53,0,13
6,169,5293,14249,54,0,11
4,300,4093,19294,60,0,6
3,123,3776,18009,54,0,6
6,304,5014,7522,54,0,16
6,346,5462,6612,46,0,12
3,184,4526,5390,50,0,8
4,213,4129,6976,54,0,8
4,197,4650,6195,51,0,20
3,0,3693,10983,43,0,18
1,0,4593,10656,60,0,19
3,421,3747,12488,57,0,16
6,235,4209,6512,56,0,7
4,266,3784,5594,52,0,19
3,210,3601,18533,43,0,11
3,108,4379,7513,49,0,15
4,99,4017,18417,44,0,20
5,214,5067,12520,58,0,19
2,239,4204,7970,56,0,5
5,335,4483,15120,49,0,8
5,282,4840,16987,46,0,15
3,0,3988,19025,48,0,13
3,219,3785,19678,56,0,18
1,225,4138,14549,42,0,19
6,124,5157,7826,50,0,11
4,169,3850,16691,55,0,8
5,132,4972,14613,53,0,18
2,257,5342,5143,51,0,8
2,361,5058,11126,47,0,20
4,258,4354,18805,50,0,11
3,236,4436,14224,40,0,16
5,233,4781,15848,59,0,16
4,0,3717,11257,55,0,10
1,0,5134,6415,45,0,5
3,0,4353,18234,42,0,6
5,181,4937,14012,49,0,12
5,117,4527,10734,44,0,14
1,0,4057,17472,43,0,17
3,168,5405,18178,55,0,16
3,0,4431,19854,60,0,14
4,138,4620,5192,60,0,16
1,0,4299,18505,49,0,6
2,273,3740,19300,47,0,5
3,201,4810,16076,52,0,17
6,0,4095,5822,55,0,16
4,0,4283,15514,54,0,10
2,229,4309,16768,46,0,16
5,251,4415,9289,59,0,9
2,178,5364,14295,49,0,19
1,0,5010,18032,48,0,5
6,170,5342,5666,60,0,12
5,0,3695,14145,57,0,7
6,174,4199,5235,40,0,17
6,282,4811,11691,50,0,10
6,200,3625,14574,55,0,8
3,155,4932,12616,51,0,19
4,0,5388,18493,50,0,13
5,0,4592,16859,58,0,20
1,195,3572,9224,43,0,15
2,0,3807,9580,60,0,13
1,220,5258,17066,60,0,9
3,143,5432,18521,45,0,9
4,162,5226,15608,55,0,5
3,223,4198,13759,52,0,6
4,211,5237,18375,41,0,12
4,168,5107,10344,57,0,7
2,310,3715,9919,58,0,12
1,166,4331,5113,54,0,14
1,107,5469,8141,46,0,6
3,245,4277,13426,54,0,9
5,247,5036,5774,48,0,12
2,161,4602,13204,48,0,9
5,112,5032,9399,51,0,8
3,129,4730,11911,57,0,12
6,114,3646,9135,40,0,11
2,195,4078,7906,46,0,20
4,314,3761,14400,51,0,17
5,122,5331,6977,44,0,9
2,0,4226,17839,45,0,6
6,164,4249,11255,58,0,20
2,186,3996,8748,57,0,13
5,187,4954,19727,56,0,10
5,0,5490,7676,48,0,13
5,210,5463,14764,60,0,6
5,188,4003,16324,52,0,10
3,189,5478,10184,44,0,16
3,166,3636,16360,59,0,13
2,194,4440,18034,45,0,20
1,91,4017,7977,58,0,7
4,235,5266,18011,46,0,13
3,135,4078,10055,51,0,17
3,232,3878,9387,55,0,14
1,227,4616,5848,47,0,10
4,237,3719,12821,44,0,19
4,187,4691,13041,41,0,9
4,315,4762,8568,50,0,18
1,121,4595,6396,54,0,19
5,187,4663,18297,41,0,11
1,239,3983,16996,40,0,8
1,147,4519,11676,46,0,19
2,146,4574,15433,57,0,18
6,153,4142,17640,46,0,20
3,214,4965,10435,58,0,18
1,176,5492,9903,51,0,15
1,360,5006,5707,48,0,10
2,94,5256,18171,56,0,20
4,158,4413,18445,53,0,9
5,113,4941,8691,57,0,20
4,210,4382,17049,55,0,6
2,0,3618,9994,42,0,10
5,195,3926,7837,54,0,18
2,183,4381,5924,44,0,14
3,211,3544,8648,56,0,11
6,98,3667,13367,40,0,5
6,131,3852,16783,42,0,15
6,152,5047,19212,58,0,7
6,0,5450,13789,56,0,16
2,151,4523,18173,45,0,18
5,204,4120,14915,45,0,8
6,198,4818,17964,60,0,6
2,0,4245,12644,41,0,7
4,237,3765,15571,44,0,13
6,128,4793,9066,44,0,6
6,0,4459,5455,53,0,19
3,187,4718,8262,41,0,11
1,307,4288,10388,52,0,12
2,261,4553,5783,54,0,18
6,279,5270,14387,58,0,18
2,195,4072,16838,47,0,20
5,224,4042,15329,52,0,11
4,206,3963,15268,48,0,7
1,247,3754,5029,60,0,10
5,0,3556,11742,44,0,17
6,150,3547,7049,53,0,9
4,190,3684,11472,54,0,11
6,209,4046,13397,43,0,13
3,0,3683,18765,59,0,6
6,0,4432,7566,54,0,6
5,220,5018,17994,45,0,13
5,0,3823,17441,57,0,6
6,182,4585,5684,47,0,19
2,323,4987,8679,49,0,19
5,0,4624,6685,59,0,15
6,205,4867,14665,40,0,14
4,169,3847,12336,40,0,7
6,270,5122,17548,42,0,20
4,203,3761,12440,50,0,18
2,243,4133,15250,49,0,8
2,203,5100,18401,47,0,6
2,268,5299,18651,56,0,16
3,0,3576,5836,60,0,11
4,137,3786,12921,51,0,16
3,214,4676,18348,60,0,17
1,286,4253,6144,44,0,17
2,0,4088,18800,57,0,13
3,206,3679,7125,41,0,7
6,117,4800,13054,58,0,13
4,208,5038,18112,50,0,11
6,265,4116,12957,51,0,5
1,177,4634,11011,50,0,13
3,161,4261,5977,49,0,19
1,0,4270,11984,42,0,9
2,381,5234,15527,60,0,8
3,169,5030,14132,46,0,14
1,0,3856,7391,50,0,11
6,144,4820,6913,58,0,11
1,245,4957,15762,59,0,14
4,121,3524,13945,52,0,15
2,0,3623,17743,54,0,20
2,204,4380,12760,54,0,14
6,146,3517,13562,51,0,16
6,163,4330,15412,54,0,16
3,161,5011,7007,56,0,17
6,257,3767,13098,51,0,11
3,235,4517,7797,55,0,17
5,269,4680,13846,44,0,5
2,205,4176,14057,40,0,20
5,162,3548,16889,56,0,16
3,247,5481,7711,50,0,16
5,0,3740,11557,50,0,11
5,218,4718,13449,59,0,10
4,199,4726,16040,48,0,15
1,0,5197,14118,51,0,7
6,196,5451,6221,51,0,10
3,213,4748,6962,53,0,20
4,252,4748,19816,40,0,19
4,136,5151,18023,55,0,9
4,133,4891,10677,58,0,10
5,0,4994,14048,56,0,7
3,107,3675,17075,49,0,17
5,213,4114,13076,53,0,15
5,116,3893,6118,58,0,15
4,144,3797,6226,50,0,15
1,112,4796,10309,49,0,19
5,169,4299,11759,41,0,14
2,264,5345,18387,56,0,15
6,259,5302,6271,59,0,8
1,179,5350,7938,54,0,15
6,265,4077,13708,51,0,16
3,144,4547,17266,48,0,6
1,273,4798,9036,41,0,8
4,0,3916,7375,42,0,6
4,0,4209,16207,52,0,19
2,98,4618,16445,53,0,10
6,167,3802,14902,54,0,5
2,115,3544,14445,57,0,17
6,103,4861,18610,53,0,8
3,182,4659,9083,56,0,16
6,0,3944,10106,56,0,13
2,0,4935,14408,60,0,12
2,135,4315,14136,53,0,10
2,303,3600,16607,52,0,19
6,146,3660,19039,48,0,12
6,221,4600,15124,41,0,18
2,272,5103,15274,59,0,10
2,153,5006,9432,55,0,7
5,190,4495,12732,42,0,18
1,187,5347,18307,55,0,10
2,0,4974,13885,41,0,18
3,133,4765,5882,48,0,8
4,126,4122,19612,57,0,13
4,0,5159,11179,46,0,10
2,336,3576,14175,41,0,5
6,401,4928,17863,48,0,8
1,141,5332,8811,59,0,18
1,128,5210,11483,60,0,20
4,141,4194,7973,43,0,17
2,0,4719,16285,57,0,16
3,333,5221,16533,55,0,17
4,220,4774,10389,41,0,18
4,163,4791,17026,43,0,10
1,127,3816,10786,44,0,17
5,0,3916,8636,52,0,10
6,112,4952,9159,43,0,11
3,156,4649,19903,49,0,9
6,230,4035,19377,46,0,6
2,151,3889,15308,52,0,15
3,240,4632,9487,55,0,9
6,244,5341,5556,46,0,6
1,125,4188,14627,60,0,8
1,183,5284,19257,58,0,20
6,254,4328,16128,59,0,6
5,234,4478,9828,42,0,5
6,252,3950,11062,48,0,15
5,142,5068,16602,43,0,16
5,112,3679,7945,54,0,7
1,261,3708,19361,47,0,7
2,237,4177,14510,57,0,6
2,97,5016,7487,60,0,14
1,0,4170,12650,45,0,6
2,117,5337,18720,49,0,15
4,99,4250,5809,47,0,14
4,0,4824,12189,59,0,19
6,303,4609,7740,59,0,15
4,131,4099,5901,41,0,17
5,0,4921,14651,46,0,13
4,235,4858,16616,57,0,9
1,0,4850,18862,50,0,13
2,119,4068,6930,58,0,9
1,123,3836,11446,51,0,15
4,300,5246,11876,47,0,10
4,148,4377,17209,46,0,19
6,164,5155,10486,49,0,15
4,230,3853,6538,58,0,15
2,148,4196,9481,42,0,10
6,173,5369,5692,53,0,8
2,157,3519,8282,44,0,15
2,126,4122,9884,60,0,17
1,86,5249,18565,57,0,18
5,227,4923,18401,43,0,16
1,0,5468,15753,53,0,16
2,220,4553,18266,48,0,18
4,250,4166,16792,42,0,6
1,188,4823,15210,44,0,9
4,292,3875,17474,53,0,14
3,284,5082,8381,43,0,7
1,187,4346,10251,56,0,14
3,107,4491,18123,47,0,19
3,0,4153,13550,59,0,16
2,251,5361,13726,42,0,8
1,380,3776,19006,47,0,20
1,180,4779,8113,55,0,5
1,113,5290,8169,45,0,13
6,284,3585,5045,51,0,10
2,195,5037,14558,55,0,20
2,272,5275,16635,45,0,18
2,0,3863,11259,51,0,18
5,181,5007,18092,41,0,12
4,184,3611,18617,50,0,9
6,156,4154,18277,49,0,18
3,278,3643,7986,45,0,5
2,154,4339,16840,43,0,17
2,0,3645,14329,56,0,10
3,253,5078,9232,43,0,16
2,161,4794,16027,45,0,7
2,180,4774,6325,47,0,16
4,181,4465,12186,49,0,12
6,108,3867,7290,51,0,5
2,0,4444,13305,56,0,16
1,0,3819,6033,45,0,16
3,119,4352,11848,53,0,14
5,148,4013,9062,53,0,8
5,181,5125,5473,48,0,16
4,234,3896,15882,55,0,9
5,209,4083,16295,51,0,18
2,139,4162,13364,51,0,13
6,0,5264,18261,46,0,13
6,118,5054,6362,60,0,17
1,216,5134,6203,46,0,17
3,224,4358,6664,52,0,13
2,0,4858,18517,49,0,13
4,144,4876,14246,57,0,18
5,199,3687,12956,57,0,13
2,268,4531,6267,47,0,6
6,164,4656,14498,58,0,14
4,231,5247,8873,54,0,10
2,226,5064,16395,53,0,16
4,321,3749,7924,46,0,12
3,191,3732,12867,55,0,16
2,228,5066,15934,45,0,8
4,236,4681,5969,44,0,13
3,109,4670,18285,46,0,19
2,228,3698,19686,40,0,11
4,248,3753,7057,48,0,17
1,137,4240,12387,55,0,6
6,229,4671,14502,44,0,18
1,0,5206,12676,48,0,20
3,143,4562,16122,60,0,11
1,146,3658,17743,51,0,10
2,154,5179,15601,53,0,18
2,205,5235,10247,60,0,17
6,155,5439,15318,55,0,11
1,0,3906,16572,52,0,20
3,0,3722,8349,41,0,12
2,0,3948,7343,55,0,13
6,227,3835,17394,60,0,5
4,267,4548,16008,41,0,6
3,300,5272,18286,48,0,15
6,115,4798,19955,48,0,18
1,191,4484,9644,45,0,9
5,188,5036,9848,52,0,11
3,247,4511,13029,53,0,14
2,211,5014,13875,57,0,9
1,127,4837,16573,59,0,11
4,236,5058,8975,40,0,17
1,185,4939,12514,41,0,12
5,248,3598,8381,46,0,11
1,185,5228,16760,56,0,15
2,249,5483,10131,60,0,11
1,247,5091,7187,46,0,15
1,185,5368,16155,50,0,11
1,129,5200,13189,57,0,8
1,119,4211,14316,54,0,18
2,0,5046,12232,45,0,18
2,0,4625,16003,48,0,18
4,82,4386,9992,45,0,8
2,231,5003,16688,52,0,19
3,171,4022,18368,53,0,17
2,208,3775,17695,41,0,7
6,152,3810,14215,54,0,15
1,203,5342,13485,52,0,16
2,342,4731,5837,46,0,11
4,206,4695,17108,49,0,12
6,204,4424,5832,47,0,18
5,215,4224,7754,44,0,12
4,141,4220,16473,58,0,16
2,0,4970,15931,53,0,10
6,171,4444,14800,47,0,13
3,128,5384,8624,48,0,14
1,200,4986,13327,44,0,18
2,120,4593,18661,42,0,5
2,193,4249,9498,56,0,9
4,288,4662,6599,47,0,20
3,248,3937,17767,52,0,12
6,176,5017,16564,41,0,8
5,164,4062,9281,43,0,14
6,160,4083,16349,55,0,9
5,156,3729,13788,53,0,13
2,286,5144,6448,56,0,17
3,142,4398,11610,60,0,9
5,185,4572,19896,48,0,12
4,214,4656,16858,47,0,9
3,231,4413,18038,49,0,18
4,194,4334,11440,45,0,6
4,190,5026,6448,54,0,16
5,0,4960,18872,44,0,18
1,179,3866,15186,50,0,8
3,136,4486,7797,45,0,17
5,240,4996,7660,52,0,8
1,91,5093,11254,46,0,11
3,156,4466,7877,49,0,17
1,142,4474,18644,57,0,17
1,194,4238,10251,54,0,8
1,183,4676,13545,46,0,17
2,193,4713,16301,49,0,20
2,296,4197,19998,43,0,15
2,133,5414,13833,40,0,6
5,124,5060,17647,51,0,9
5,0,3969,11108,48,0,14
4,0,4357,11723,41,0,17
4,171,5305,11466,42,0,18
2,302,3866,8567,60,0,17
6,185,4431,15800,53,0,20
4,192,4550,18402,46,0,14
3,0,4704,10864,41,0,8
2,193,3581,12890,55,0,10
1,121,5123,10240,47,0,12
6,205,5065,14300,46,0,11
6,227,3847,11005,45,0,20
6,89,5059,12304,52,0,6
3,200,3674,16449,48,0,12
3,0,4212,10403,44,0,10
2,163,3949,12472,52,0,8
1,212,5261,15074,46,0,19
6,151,4948,8499,51,0,9
4,149,5128,19406,57,0,19
5,216,4554,16933,55,0,13
2,0,3692,18349,50,0,9
1,246,3970,14351,57,0,6
4,0,4764,7441,59,0,13
5,177,5386,12259,58,0,20
1,174,4143,15172,60,0,12
3,142,4115,13679,53,0,15
6,0,4081,9946,51,0,8
6,287,4167,9685,42,0,8
5,0,4287,11739,59,0,12
5,152,3696,10355,44,0,16
1,201,3873,13502,50,0,19
3,0,5182,11257,59,0,12
3,169,4150,11227,55,0,15
3,207,3996,15639,46,0,14
3,235,5083,16682,44,0,7
6,134,3607,9270,58,0,17
2,0,5284,8584,58,0,13
4,0,5103,18642,50,0,5
4,0,5117,8294,60,0,16
5,109,3560,5216,54,0,7
5,328,3637,18262,42,0,13
5,156,4107,17264,44,0,6
1,187,4522,14375,59,0,13
4,145,4263,9152,43,0,19
1,147,3847,11012,59,0,6
4,230,5013,15756,54,0,10
1,204,3701,14382,50,0,19
1,0,3686,7236,60,0,16
3,102,3546,6202,42,0,20
6,227,4657,17112,40,0,8
2,129,5100,19418,42,0,13
2,0,4645,9282,46,0,15
4,146,4256,13629,60,0,8
6,0,4257,14527,46,0,14
1,167,4809,14057,50,0,14
1,198,4877,13563,46,0,5
4,215,4280,19579,60,0,19
2,0,4212,17054,59,0,8
4,172,4936,6220,57,0,11
6,218,3950,15382,52,0,7
2,206,4147,8172,52,0,19
1,191,4359,8476,59,0,8
1,210,3592,14081,43,0,10
5,216,5205,12876,53,0,9
6,0,5074,18160,52,0,9
2,197,4664,6518,59,0,11
1,170,4863,18629,45,0,16
3,316,3564,12333,46,0,16
5,206,3980,9492,56,0,14
4,260,4952,5127,44,0,13
3,0,3908,10915,53,0,19
4,302,4476,14864,48,0,13
4,0,4701,16399,45,0,6
3,264,4590,15002,57,0,8
1,265,3508,7955,46,0,10
6,154,3697,8349,51,0,7
6,246,4539,13620,45,0,15
1,177,5384,12860,47,0,7
3,110,3527,10474,49,0,15
5,156,4436,18502,49,0,17
3,164,5080,17959,43,0,20
4,0,5061,13142,48,0,5
2,0,3707,5296,41,0,15
1,175,4375,18697,45,0,8
2,242,4600,15080,58,0,15
6,134,5197,12694,44,0,13
3,393,5025,15774,44,0,11
1,273,5491,13089,54,0,5
3,318,3888,16202,59,0,12
1,61,5319,16649,56,0,6
2,150,4225,18956,44,0,15
6,136,5109,18824,48,0,11
2,127,3878,7037,53,0,20
3,184,3727,17014,59,0,19
2,304,3807,15435,48,0,8
3,217,4324,7540,47,0,7
4,147,4607,15661,59,0,13
3,232,4451,13176,54,0,19
5,120,5285,14627,53,0,17
5,168,4334,10425,52,0,16
2,236,5261,5241,56,0,19
6,199,3920,7623,60,0,8
3,112,5075,8323,47,0,17
4,326,4777,14697,52,0,15
1,249,3588,12213,55,0,9
5,202,4977,9924,45,0,16
4,255,4084,8359,49,0,13
6,110,4528,19115,51,0,7
6,217,5406,14981,48,0,8
6,185,4980,15092,40,0,9
4,214,5043,12993,49,0,18
2,163,3966,15174,50,0,12
4,0,5210,11244,40,0,14
5,143,4856,18860,52,0,7
3,109,4656,19547,55,0,18
2,161,4286,8025,45,0,8
2,138,4562,16307,43,0,5
5,0,3612,13091,45,0,17
2,287,3764,8835,52,0,19
1,122,4054,13825,52,0,17
1,250,5459,6162,46,0,6
6,103,4937,8687,60,0,10
3,155,5255,14554,40,0,14
4,190,5309,18444,55,0,18
6,159,3549,12050,54,0,11
5,216,5188,18047,43,0,14
3,0,3983,13413,53,0,15
3,187,4510,10999,42,0,12
5,212,5022,9814,46,0,18
4,0,4308,19941,59,0,16
4,172,5320,19861,45,0,7
3,212,4865,15059,56,0,20
6,189,5335,5198,45,0,6
3,158,3624,6772,60,0,19
4,0,5054,9306,55,0,8
1,198,3684,16931,42,0,17
4,169,4907,14302,54,0,5
2,216,4604,8494,53,0,11
5,0,4765,17941,60,0,8
1,196,3633,8969,56,0,6
2,203,3979,7070,54,0,13
6,234,3779,18280,44,0,8
1,230,3513,11742,42,0,17
6,209,5220,6653,41,0,5
4,164,4500,15709,54,0,8
5,0,4637,15662,58,0,15
5,171,3896,8337,55,0,11
4,138,5428,5034,45,0,16
5,187,4461,19740,56,0,19
3,225,5136,18946,55,0,11
3,266,4244,5328,53,0,10
5,259,4831,9975,42,0,9
2,0,4940,11284,54,0,18
5,293,5072,17273,56,0,9
6,243,3527,15899,41,0,18
1,189,4045,15244,42,0,18
4,240,4654,18014,59,0,10
4,174,4728,11313,47,0,15
3,284,4863,5415,60,0,6
2,0,4061,13417,44,0,8
3,0,4259,15715,51,0,19
2,348,4504,18717,54,0,11
4,204,3605,13095,43,0,16
3,91,4262,19612,58,0,15
3,199,4484,11346,48,0,20
3,377,3788,15634,41,0,11
5,318,3594,14346,40,0,18
6,278,4613,14498,42,0,5
5,146,4959,17529,40,0,13
4,247,4010,7316,46,0,5
5,218,4616,6576,53,0,5
3,166,5471,9737,45,0,18
4,116,4364,9649,59,0,20
6,117,3505,7754,53,0,6
6,179,3857,19303,53,0,15
2,217,5143,12534,56,0,17
1,191,5279,12389,47,0,15
2,168,4891,11420,53,0,13
1,97,4362,13774,55,0,16
6,213,4708,7708,51,0,12
3,139,5142,12125,55,0,17
6,202,3974,9686,51,0,11
1,117,4069,10611,48,0,11
4,125,5362,8868,54,0,15
3,270,3954,13090,40,0,12
1,159,4465,10133,51,0,19
5,238,4309,14672,48,0,15
1,155,4640,17617,57,0,6
1,353,3740,13696,49,0,16
5,297,3685,18670,45,0,5
5,154,4628,10888,59,0,6
4,244,4416,7167,58,0,18
1,139,4065,13827,44,0,19
5,304,4772,12547,59,0,20
3,192,3568,17343,52,0,5
5,248,3514,18824,42,0,16
3,219,5391,17095,49,0,13
1,175,3795,6544,51,0,18
1,212,4867,8108,41,0,15
6,185,4141,11242,46,0,14
3,135,4051,14519,42,0,14
6,220,3698,17227,43,0,17
6,219,4503,10410,41,0,14
6,138,4021,5711,57,0,11
4,147,5231,19061,54,0,9
6,229,4332,8639,57,0,19
6,158,3569,12131,43,0,11
1,128,4114,9548,55,0,8
3,159,4127,17861,48,0,13
3,258,3678,19347,47,0,12
3,156,3710,17185,44,0,17
1,308,5005,5373,45,0,15
2,258,4094,18590,58,0,17
1,152,4312,16675,58,0,13
4,133,3535,17873,60,0,12
12,274,4486,8937,57,0,10
8,164,4587,13343,60,0,5
8,380,5381,16071,41,0,17
10,186,3701,12863,51,0,7
9,425,5381,18598,54,0,20
9,303,4279,12526,46,0,15
7,357,4445,19430,42,0,7
12,142,3985,12905,60,0,14
9,220,4651,10092,44,0,6
11,0,5246,7553,45,0,10
7,268,3873,12398,52,0,18
12,337,5024,14216,53,0,6
9,224,4338,10856,51,0,18
8,195,4305,6266,46,0,9
10,141,4824,6164,59,0,10
7,0,5086,10775,52,0,18
8,304,5259,12305,46,0,9
12,0,4447,11000,43,0,20
